0.9014853561	unicore
0.9014704358	lingo
0.9014663497	deng
0.9013621967	clarke
0.9013148327	compass
0.9012969060	l0
0.9012943115	emv
0.9012703472	terra
0.9012346123	klee
0.9011638550	mitsubishi
0.9010889803	savage
0.9010866852	bose
0.9009686797	gflops
0.9009469298	nest
0.9009054530	netflow
0.9008504733	web3d
0.9008478580	aibo
0.9008410402	sniffer
0.9008369134	bode
0.9007004034	comma
0.9006340437	elan
0.9005636489	polsar
0.9005295463	opera
0.9005128405	lotos
0.9004600938	tesla
0.9004451970	sparc
0.9004381896	portuguese
0.9004288402	cliff
0.9004096326	powerpoint
0.9003950058	ptime
0.9003725513	formale
0.9003690111	sprint
0.9003484293	aix
0.9002974159	falcon
0.9002043026	shogi
0.9001996812	alice
0.9001772513	grape
0.9001432099	erlang
0.9000700381	cook
0.9000531177	dinsar
0.9000294938	lunar
0.9000052281	amber
0.8999977091	sands
0.8999507696	minerva
0.8999479849	pfaffian
0.8999130989	promela
0.8999051088	dually
0.8997934297	tiger
0.8997517414	spur
0.8997300188	condor
0.8996363900	mx
0.8996114729	dell
0.8996082271	freebsd
0.8996051563	opus
0.8996026055	una
0.8995975090	cactus
0.8995883756	cosmic
0.8995210336	garden
0.8994790803	puma
0.8994776558	imprint
0.8994523885	obituary
0.8993704118	gan
0.8993544453	qt
0.8993436980	telosb
0.8993412776	insar
0.8993148562	coq
0.8992957599	gaia
0.8992049043	inp
0.8991771105	pegasus
0.8991636489	legion
0.8991265465	pellet
0.8991243977	aurora
0.8991126605	pico
0.8990915615	sci
0.8990482136	zen
0.8990124137	viii
0.8989929726	tor
0.8989864643	columbus
0.8989855568	holmes
0.8989476995	toshiba
0.8989081420	bay
0.8988909968	digg
0.8988680619	newell
0.8988490469	nomad
0.8987112469	moby
0.8986995362	kerberos
0.8986532745	xyz
0.8986466014	alloy
0.8986027840	cgal
0.8985495123	cisco
0.8985014821	videotex
0.8985012789	acta
0.8984907417	mage
0.8984889812	polinsar
0.8984392416	palm
0.8983882406	isis
0.8983605568	statemate
0.8983568616	advisor
0.8983233374	passport
0.8983215501	prometheus
0.8982951001	euro
0.8982804678	rabbit
0.8982674203	lidar
0.8982639351	lapack
0.8982588674	syn
0.8982577725	cobra
0.8982189963	flickr
0.8981985855	samsung
0.8981974289	koala
0.8981832099	amazon
0.8981663946	lite
0.8981589067	swift
0.8981154989	yager
0.8981093594	safari
0.8980939908	lime
0.8979814604	zebra
0.8979761764	mon
0.8979538622	leda
0.8979415615	li
0.8979389502	spade
0.8979363975	cole
0.8979321901	wen
0.8979315871	lund
0.8979256204	sovereign
0.8979141684	cosmos
0.8979033442	lisp
0.8978187920	fig
0.8977791680	posix
0.8977374232	isomap
0.8976969298	beach
0.8976779124	chirp
0.8976704570	homogenization
0.8976402390	shrimp
0.8976255821	aries
0.8975910149	peano
0.8975126605	lax
0.8975031927	beef
0.8974743409	youtube
0.8974316333	congress
0.8974039271	spider
0.8974004694	harris
0.8973957907	carl
0.8973883133	synopsys
0.8973304426	mary
0.8973297516	aspectj
0.8972765476	sherlock
0.8972651678	apollo
0.8972620657	oopsla
0.8972252921	orion
0.8972030227	perl
0.8971476930	smalltalk
0.8971366619	hopper
0.8970321104	mills
0.8970309433	lai
0.8970143667	medline
0.8970014786	ash
0.8969765907	janet
0.8969371929	prob
0.8968487928	estelle
0.8968319056	loom
0.8968298504	argos
0.8968217755	chaff
0.8968171653	zigzag
0.8968059835	caesar
0.8967916157	ruby
0.8967674203	el
0.8967361174	gnat
0.8966961620	jr
0.8966607923	prism
0.8966053359	simula
0.8966011535	pg
0.8965847680	cryptologic
0.8965644623	spark
0.8964904621	wasp
0.8964465634	davis
0.8963660099	coriolis
0.8963153271	malaysian
0.8962968993	atlas
0.8962769298	dream
0.8962662130	mesa
0.8962651287	tango
0.8962578814	bentley
0.8962111269	oasis
0.8961927526	spectrometer
0.8961776991	curry
0.8961199356	mosfets
0.8961151179	correntropy
0.8960978222	hans
0.8960960074	fresco
0.8960890825	emerald
0.8960614601	andrew
0.8960374573	karl
0.8960340428	yang
0.8960060916	coast
0.8959950058	pcf
0.8959811290	seal
0.8959507733	mizar
0.8959204072	scala
0.8958679550	hypertransport
0.8958617627	marte
0.8958254778	sap
0.8958088111	blast
0.8957941387	athena
0.8957657470	ilog
0.8957252169	sun
0.8956953120	eclipse
0.8956514993	bob
0.8956434633	captchas
0.8956387756	crown
0.8955594774	abet
0.8955475422	lasso
0.8955004694	virginia
0.8954634543	tao
0.8954394905	dexter
0.8954284909	offene
0.8953507597	director
0.8953120627	danish
0.8953099240	xie
0.8953078473	tei
0.8952854586	shore
0.8952782265	swan
0.8952775998	greenhouse
0.8952767579	dbpedia
0.8952734004	garg
0.8952384761	mul
0.8952363975	opal
0.8952060117	kiss
0.8951849791	dv
0.8951767973	eucalyptus
0.8951659922	firefox
0.8951567090	orb
0.8950649589	sim
0.8950618982	ben
0.8950215615	benutzer
0.8950195748	chris
0.8950177088	marvin
0.8950127997	berge
0.8949811290	mate
0.8949631129	citeseer
0.8949511535	modis
0.8949467741	norway
0.8949457470	pddl
0.8949162039	weber
0.8948400424	mof
0.8948352710	chc
0.8948021117	rose
0.8947912186	swedish
0.8947400424	wg
0.8947234617	neo
0.8947015630	baroque
0.8946912970	dali
0.8946790661	andersen
0.8946281246	rio
0.8946196328	tracer
0.8946055157	tina
0.8946045181	sugar
0.8945851676	mobil
0.8945733757	rcs
0.8945647724	orchestra
0.8945472593	automod
0.8945417755	hive
0.8945157912	jacobians
0.8945156726	pfam
0.8944995463	dear
0.8944993258	ore
0.8944565264	yu
0.8944156110	thailand
0.8944109950	kraus
0.8943966342	fq
0.8943834203	sourceforge
0.8943539310	miami
0.8943011535	eu
0.8942803364	centaur
0.8942709621	alkanes
0.8942617400	octave
0.8942577364	estonian
0.8941867746	retraction
0.8941700323	jack
0.8941590193	prom
0.8941030227	thomas
0.8940651287	leon
0.8940192722	uni
0.8940078986	stork
0.8939906083	rat
0.8939729748	devs
0.8939685249	cork
0.8939639963	ɛ
0.8939254778	ag
0.8939110084	mobicom
0.8939100424	midi
0.8938618096	prof
0.8938575805	squeak
0.8938545140	wimp
0.8938363354	lola
0.8938011535	mos
0.8937956806	babel
0.8937535036	groupwise
0.8937508173	coulomb
0.8937275979	david
0.8937017538	turkey
0.8936974842	nexus
0.8936917755	mates
0.8936662037	genie
0.8936587386	jun
0.8936460790	async
0.8936388084	verteiltes
0.8936312402	chorus
0.8936084208	lava
0.8935809416	taiwanese
0.8935563081	raid
0.8935511613	aero
0.8935462760	antitrust
0.8934647586	ix
0.8934424564	polish
0.8934050479	nautical
0.8933717069	lévy
0.8933677632	cave
0.8933610063	ariadne
0.8933452517	iran
0.8933234408	eco
0.8933051278	tamil
0.8932854178	pathfinder
0.8932283332	cinema
0.8932255664	vdd
0.8931917755	bx
0.8931860640	otter
0.8931763732	romanian
0.8931672931	quebec
0.8931654569	proteus
0.8930918836	park
0.8930804295	scoop
0.8930632216	jboss
0.8930553374	prim
0.8930524103	sandy
0.8930518948	daisy
0.8930406274	tetris
0.8930100911	splat
0.8930029731	mitre
0.8929771722	hollywood
0.8929651062	vie
0.8929419367	paraconsistency
0.8929082584	county
0.8928816383	linda
0.8928547076	west
0.8928324449	muse
0.8928113380	tri
0.8928089904	graz
0.8927987355	bayer
0.8927894836	quark
0.8927613798	tide
0.8927233959	hermes
0.8926832987	epic
0.8926690229	lu
0.8926381715	cooper
0.8925860128	fy
0.8925548562	czech
0.8925340879	andy
0.8925116798	wysiwyg
0.8925012789	sarsa
0.8924811290	wine
0.8924694510	stark
0.8924248922	lipschitzian
0.8923811290	kids
0.8923770688	wolf
0.8923765373	cplex
0.8923570194	italian
0.8923478580	gpss
0.8923431768	xcsf
0.8923353710	saga
0.8922957175	locator
0.8922917447	disc
0.8922875763	cake
0.8922790202	prisma
0.8922643516	winograd
0.8922523432	biplane
0.8922511885	zhou
0.8922330664	uppaal
0.8922307332	brazil
0.8922116300	errata
0.8922098154	rook
0.8922084004	simulink
0.8922063081	mips
0.8921891805	apache
0.8921634675	twin
0.8921183423	meme
0.8921181335	psi
0.8920983873	forma
0.8920970276	verbmobil
0.8920916724	emi
0.8920478086	casl
0.8920303624	ucs
0.8920218590	dave
0.8920169353	battlespace
0.8919813223	chile
0.8919811290	dice
0.8919783465	qwerty
0.8919537762	klaus
0.8919244228	cu
0.8919215739	wf
0.8919193892	cur
0.8919180340	lego
0.8918947322	slovene
0.8918654290	db2
0.8918603949	hebrew
0.8918588112	ki
0.8918495596	norman
0.8918430619	chor
0.8918370609	collins
0.8917538665	oz
0.8917189925	stuart
0.8917030573	ho
0.8916979413	teragrid
0.8916356592	salton
0.8916179727	rice
0.8915650780	corporation
0.8915552423	celtic
0.8915492701	dagger
0.8915166325	mira
0.8915115348	clan
0.8914646557	karp
0.8914495335	airship
0.8914458982	abe
0.8914402480	williams
0.8914377457	nova
0.8914228395	corrigendum
0.8914048810	temple
0.8913829652	scar
0.8913576815	merlin
0.8913499654	src
0.8913396108	sweden
0.8913370980	coral
0.8913365791	erratum
0.8913300230	miner
0.8913091133	planet
0.8913030836	faber
0.8912643761	astro
0.8912596062	uri
0.8912412002	nonmonotonicity
0.8912156812	seriation
0.8912145247	midas
0.8912119412	norwegian
0.8911624559	opt
0.8911150600	maria
0.8911091802	specc
0.8910990874	cafe
0.8910945550	basque
0.8910705145	pop
0.8910468487	allosteric
0.8910143667	tx
0.8910098865	singer
0.8910053948	rec
0.8909811155	winter
0.8909786311	lee
0.8909784456	hungarian
0.8909679456	abel
0.8909481550	chord
0.8909104616	geneva
0.8908870204	lotus
0.8908803833	bell
0.8908646087	bl
0.8908602550	butler
0.8908476712	collegiate
0.8908347900	navy
0.8908238095	contactless
0.8908011441	igp
0.8907739652	ralph
0.8907736709	multics
0.8907655694	jade
0.8907620138	fiat
0.8907556702	aida
0.8907413095	uct
0.8907381799	pocket
0.8906962417	finland
0.8906757054	fortran
0.8906510615	pine
0.8906297155	xsb
0.8906044108	postgres
0.8906034796	olden
0.8905957819	chaum
0.8905920657	vip
0.8905647724	giga
0.8905590823	integrierte
0.8905295249	jain
0.8905267486	ernst
0.8905008303	medieval
0.8904957764	milano
0.8904821369	marco
0.8904748948	mars
0.8904723851	jupiter
0.8904345339	tim
0.8904315788	bulgarian
0.8904094590	guy
0.8904078668	dentistry
0.8904069485	linc
0.8903829815	beowulf
0.8903828317	keith
0.8903558544	coca
0.8903468616	builder
0.8903395149	infiniband
0.8903349778	rouge
0.8903165090	crab
0.8902919405	tampere
0.8902580452	ian
0.8902254778	algol
0.8902021104	alpine
0.8901982164	dwarf
0.8901678201	io
0.8901619096	aura
0.8901600598	mike
0.8901598623	moiré
0.8901409365	maurice
0.8901252597	algorithmics
0.8900849448	infinitary
0.8900673798	numerische
0.8900455908	pascal
0.8900372296	capon
0.8900242224	ponder
0.8900182029	grove
0.8899811290	arch
0.8899765159	university's
0.8899740444	thwarting
0.8899638157	ku
0.8899557737	nexp
0.8899535332	wep
0.8899513330	welsh
0.8899429455	lucas
0.8899395794	maryland
0.8899395724	lake
0.8899110174	grace
0.8898950058	alu
0.8898900097	communicability
0.8898409097	sx
0.8898350587	hoffman
0.8898160538	graphen
0.8898107923	ipsec
0.8897955792	hurricane
0.8897819269	biol
0.8897773973	coaxial
0.8897740028	modellieren
0.8897610952	prophet
0.8897459121	dune
0.8897314580	bean
0.8897215416	caise
0.8897014483	g1
0.8896741186	diff
0.8896670451	communicator
0.8896508884	cics
0.8896498651	moon
0.8896483317	typhoon
0.8896318434	cams
0.8896143667	lf
0.8895983548	alaska
0.8895948292	cairo
0.8895905087	shim
0.8895898706	hal
0.8895856251	wetice
0.8895832099	canadian
0.8895774480	adaboost
0.8895697841	tex
0.8895567090	ode
0.8895481896	gbps
0.8895446116	isaac
0.8895436893	rechtliche
0.8895409566	calvin
0.8895328929	bluej
0.8895322988	cantor
0.8895317251	info
0.8895305342	sigmod
0.8894742332	ken
0.8894450216	observatory
0.8894384639	edinburgh
0.8894248922	croatian
0.8894147804	martian
0.8894102162	spruce
0.8894071929	amoeba
0.8894004258	guha
0.8893987771	telco
0.8893641910	arctic
0.8893574390	nusmv
0.8893111408	informatik
0.8893100124	hadoop
0.8893073599	dana
0.8892976163	voicexml
0.8892832528	multiresolutional
0.8892805775	divine
0.8892793272	gist
0.8892774708	weaver
0.8892757240	congressional
0.8892445671	parsec
0.8892444935	wirth
0.8892104680	rambus
0.8892052572	wissensbasierte
0.8892030610	serpent
0.8891499541	scalapack
0.8891248577	asn
0.8891043205	promodel
0.8890951970	esprit
0.8890846609	sio
0.8890587324	eo
0.8890587324	xsl
0.8890569237	surfing
0.8890563569	monsoon
0.8890468487	galactic
0.8890303535	welch
0.8890030836	brno
0.8889974616	andes
0.8889960887	hood
0.8889876786	neurocomputer
0.8889643667	vcr
0.8889400670	morton
0.8889049043	eve
0.8889039960	vortex
0.8888967206	vladimir
0.8888787383	gridftp
0.8888584637	gyrokinetic
0.8888566963	arabic
0.8888550942	apex
0.8888332935	rep
0.8888177000	sigir
0.8888010334	ascii
0.8887882406	idct
0.8887882159	arrow
0.8887772174	texas
0.8887604772	milan
0.8887373968	ghost
0.8886845547	mexico
0.8886819056	ent
0.8886580707	murphy
0.8886011535	ctl
0.8885924989	internationale
0.8885882082	fred
0.8885828695	paul
0.8885722593	hsu
0.8885674203	pan
0.8885530836	bonferroni
0.8885344868	gf
0.8885245322	kad
0.8885216955	william
0.8885033770	inria
0.8885015336	fellowship
0.8884943840	tea
0.8884879254	mesfet
0.8884647959	friedman
0.8884527500	ivy
0.8884271245	levy
0.8884201717	lucid
0.8884075365	meteosat
0.8883615067	laguerre
0.8883530157	sakai
0.8883514686	darwinian
0.8883509586	maxsat
0.8883412970	stan
0.8883100109	isabelle
0.8882899030	fujaba
0.8882882406	smv
0.8882769023	kirchhoff
0.8882699133	xl
0.8882601889	unix
0.8882499654	tel
0.8882498922	bertrand
0.8882464633	guo
0.8882352247	darwin
0.8882188008	pierre
0.8882004666	datalog
0.8881783468	counterpoint
0.8881758347	pvs
0.8881669237	alliance
0.8881662130	boss
0.8881645426	honeycomb
0.8881337505	creek
0.8881303155	shark
0.8881172372	ics
0.8881170811	schnorr
0.8880984031	systemc
0.8880890035	epos
0.8880859585	nonstop
0.8880699425	gr
0.8880695096	como
0.8880674016	cobol
0.8880437354	silver
0.8880083655	memex
0.8879902480	blum
0.8879830554	dj
0.8879811290	cure
0.8879757482	medusa
0.8879691414	klein
0.8879511441	actl
0.8879385498	opamp
0.8879333483	baker
0.8879070510	semisupervised
0.8879031290	pagerank
0.8878993712	kung
0.8878813128	hunter
0.8878796722	martin
0.8878629751	triadic
0.8878610019	wimax
0.8878566998	plexus
0.8878533147	mindful
0.8878458472	manhattan
0.8878424103	ross
0.8878261441	eeprom
0.8878016906	ceo
0.8877926955	tony
0.8877680827	gemini
0.8877626781	anna
0.8877554934	labyrinth
0.8877096767	hinton
0.8876900225	rubric
0.8876844370	gl
0.8876724561	fellows
0.8876641950	pal
0.8876611290	app
0.8876144280	drosophila
0.8876077860	strassen
0.8875821020	oct
0.8875659614	hierarchial
0.8875434055	mirage
0.8875390825	mason
0.8875343986	haifa
0.8875335332	tcs
0.8875280749	murray
0.8875145632	consortium
0.8875144278	ftp
0.8875143440	grapes
0.8875126605	slim
0.8875041523	shelah
0.8874853973	beast
0.8874819214	lzw
0.8874727301	frog
0.8874665432	weibull
0.8874191549	zm
0.8874111190	knight
0.8873698920	openflow
0.8873680241	autosar
0.8873633691	gompertz
0.8873599766	sara
0.8873542954	multidatabases
0.8873448289	islamic
0.8873300230	explorer
0.8873187477	jane
0.8873054645	church's
0.8872950216	paraphrase
0.8872882537	spec
0.8872711185	mentor
0.8872646087	ast
0.8872634010	jeffrey
0.8872515914	camshift
0.8872340870	tutor
0.8872301035	xiv
0.8872253990	ida
0.8872201182	quicksort
0.8872198920	amazon.com
0.8872193607	harsanyi
0.8872118637	cnc
0.8872063847	wildfire
0.8872056614	lineare
0.8872025582	kelly
0.8871613495	chroma
0.8871601513	fab
0.8871270332	chou
0.8871254778	td
0.8871196962	ron
0.8871191965	ihe
0.8871161779	psychiatry
0.8871130414	iis
0.8870919678	bench
0.8870876152	eh
0.8870875192	patterson
0.8870853120	greek
0.8870741261	mpich2
0.8870686893	einige
0.8870301146	dmos
0.8870266852	p300
0.8870084113	chess
0.8870062532	pathwise
0.8870031326	george
0.8869934231	kyoto
0.8869868581	pact
0.8869830926	porto
0.8869766785	iraqi
0.8869520845	kanji
0.8869294586	deutsch
0.8869292341	kevin
0.8869254720	quartz
0.8869182167	xerox
0.8869084421	eureka
0.8869052798	toe
0.8868958109	thermo
0.8868846868	npc
0.8868844868	html
0.8868838207	circadian
0.8868470202	gilbert
0.8868306324	ram
0.8868254778	fifo
0.8868229519	predistorter
0.8868166062	tk
0.8868103624	rrt
0.8867931269	logcfl
0.8867688069	propel
0.8867494673	hawk
0.8867411282	enigma
0.8867321579	sysml
0.8867180827	lehr
0.8867090145	sticker
0.8866871929	pest
0.8866707235	jeff
0.8866669405	nguyen
0.8866658586	horn
0.8866604296	sumo
0.8866567090	nat
0.8866338395	ack
0.8866269822	squid
0.8866227927	vth
0.8866056570	brian
0.8866011535	hol
0.8865943002	ingres
0.8865916195	russian
0.8865891057	ops5
0.8865794736	rip
0.8865774722	ansys
0.8865554714	amalgam
0.8865539759	twister
0.8865468993	chi
0.8865448113	glaucoma
0.8865442614	tera
0.8865387979	kannada
0.8865387979	levinson
0.8865349791	bf
0.8865313739	symphony
0.8865301501	iranian
0.8865194449	moral
0.8865093696	lalr
0.8865071020	a0
0.8864887784	logspace
0.8864631854	pacman
0.8864584113	hip
0.8864558521	proc
0.8864191833	tallinn
0.8864173166	zoo
0.8864041528	baton
0.8864032664	babai
0.8864031669	techno
0.8864004293	improvise
0.8863893516	propbank
0.8863815229	stanford
0.8863794623	rijndael
0.8863785746	tits
0.8863511807	arx
0.8863329054	vii
0.8863327249	cox
0.8863238053	yen
0.8863077515	struts
0.8862889255	jazz
0.8862725601	composer
0.8862614511	xr
0.8862452430	smile
0.8862376471	mesoscale
0.8862307723	adleman
0.8862165073	cabin
0.8862106084	dacs
0.8862043551	trivium
0.8861991414	swiss
0.8861832099	hoare
0.8861588111	hw
0.8861567090	lvcsr
0.8861434666	trecvid
0.8861405979	traveler
0.8861395071	yin
0.8861042052	countdown
0.8861011535	lr
0.8860840630	scoliosis
0.8860804178	taipei
0.8860704654	e3
0.8860646087	oc
0.8860589268	parnas
0.8860567124	booch
0.8860439963	cgi
0.8860396425	vis
0.8860262789	systemes
0.8860197633	lt
0.8860155655	android
0.8860103382	archimedes
0.8859860264	anal
0.8859820528	hawaii
0.8859807723	henry
0.8859775979	python
0.8859770332	alphaserver
0.8859687920	wie
0.8859634010	pnueli
0.8859508103	casa
0.8859479346	dial
0.8859338395	pie
0.8859303716	rescue
0.8859271579	cusum
0.8859181983	solo
0.8859149998	pragmatics
0.8859011662	homo
0.8858966947	scotland
0.8858853647	emacs
0.8858588111	nasa
0.8858511535	rom
0.8858421210	gage
0.8858229199	sheaf
0.8858222712	awerbuch
0.8858184909	metacomputer
0.8858038176	eli
0.8857822706	tinyos
0.8857761896	gmbh
0.8857719239	pediatric
0.8857598558	dolce
0.8857524811	patrick
0.8857447076	commission
0.8857147804	speicher
0.8857070869	dif
0.8857052166	tbox
0.8857020278	quickcheck
0.8856763433	liskov
0.8856714783	netbsd
0.8856628917	sankoff
0.8856607923	cap
0.8856596767	hilton
0.8856588111	dl
0.8856485838	fx
0.8856450854	biosequence
0.8856389274	petaflops
0.8856384582	scrum
0.8856344868	fm
0.8856328090	bernoulli
0.8856297921	novell
0.8856254778	dbms
0.8856067024	donald
0.8856012622	ibis
0.8855934634	x10
0.8855777065	meteor
0.8855705848	pat
0.8855658586	intel
0.8855600109	zigbee
0.8855524404	dab
0.8855483727	greenstone
0.8855483671	haskell
0.8855452547	vf
0.8855448397	farm
0.8855422203	sphinx
0.8855210126	aarhus
0.8854977632	bold
0.8854941256	finder
0.8854898706	oodbms
0.8854768688	perseus
0.8854322876	archimedean
0.8854112078	satin
0.8854085939	visio
0.8854032384	bologna
0.8853920657	scop
0.8853734670	fh
0.8853648743	fieldbus
0.8853624522	arizona
0.8853564384	james
0.8853245121	markowitz
0.8853154254	morphosys
0.8853063081	ltl
0.8853013560	miller
0.8852974828	whirlpool
0.8852942110	jerry
0.8852621947	unite
0.8852389012	y2k
0.8852253990	vl
0.8852201461	laboratory's
0.8852074230	tampa
0.8852004947	chua
0.8851951970	ota
0.8851876793	rechenzentren
0.8851876793	karger
0.8851870492	morse
0.8851773755	rx
0.8851474961	misty1
0.8851312414	constitutional
0.8851138157	splash
0.8851131686	song
0.8851005418	venus
0.8850905402	pods
0.8850759380	d.c
0.8850571556	tianjin
0.8850560110	katz
0.8850523555	sonet
0.8850519982	σ
0.8850395555	aamas
0.8850374465	tahoe
0.8850321592	cardinals
0.8850314917	zip
0.8850263641	studio
0.8850212671	sexual
0.8850157987	aggregative
0.8850157987	dimming
0.8850157348	dome
0.8849895362	pubmed
0.8849865717	birkhoff
0.8849704760	monday
0.8849686649	um
0.8849569730	dimacs
0.8849565373	sars
0.8849501724	braille
0.8849447558	oxford
0.8849401915	tops
0.8849310542	carlos
0.8849251640	ko
0.8849176942	evolutional
0.8849171614	nicholas
0.8849056518	kansei
0.8849051088	fame
0.8848636868	erdös
0.8848593939	tableaux
0.8848359968	focs
0.8848315229	pomdps
0.8848095817	disco
0.8848063081	slam
0.8847902112	biclique
0.8847678201	pcr
0.8847669921	verteilte
0.8847579637	alma
0.8847386325	ria
0.8847315343	kent
0.8847281049	dataspaces
0.8847248765	lev
0.8847175100	army
0.8847033288	majorization
0.8846959881	roger
0.8846878473	usc
0.8846866775	phd
0.8846839499	xu
0.8846769125	mist
0.8846715416	ulam
0.8846620138	sys
0.8846567090	sas
0.8846477956	coach
0.8846353749	kleene's
0.8846313452	brown
0.8846313176	amalgamated
0.8846252991	ul
0.8846133691	kannan
0.8846116888	berry
0.8846100424	smil
0.8845679126	cops
0.8845414968	promethee
0.8845286716	siegel
0.8845239714	piercing
0.8845227394	jess
0.8845188007	captcha
0.8845168088	redeployment
0.8845048562	indian
0.8845043313	std
0.8844849791	hs
0.8844695152	vt
0.8844677281	apples
0.8844636489	coda
0.8844593635	league
0.8844571286	kraft
0.8844308545	parlay
0.8844272959	astral
0.8844272234	exor
0.8844272069	dogma
0.8844160606	river
0.8844124197	multiframe
0.8844034924	dvd
0.8843987198	unity
0.8843920657	rcc
0.8843898706	sbml
0.8843886874	sigchi
0.8843881453	wk
0.8843843169	schmidt
0.8843786123	cho
0.8843585405	peter
0.8843354191	cricket
0.8843323247	presto
0.8843321514	oakland
0.8843291132	napa
0.8843265675	nature's
0.8843210126	tc0
0.8843191961	mast
0.8843050577	med
0.8843030157	campbell
0.8843011535	nist
0.8842989013	tokyo
0.8842976916	whittle
0.8842932167	envisat
0.8842844445	grass
0.8842673781	csb
0.8842618090	tower
0.8842602020	cyclone
0.8842596767	bernard
0.8842527523	hl
0.8842518717	chin
0.8842366715	metropolis
0.8842246034	stanley
0.8842123472	julius
0.8842065406	nokia
0.8842001421	bitplane
0.8841958426	angel
0.8841919445	imp
0.8841898245	waters
0.8841881896	hz
0.8841844868	sw
0.8841757240	hypercomplex
0.8841731148	harmony
0.8841707235	phillips
0.8841639658	pram
0.8841405040	seam
0.8841394457	ia32
0.8841268717	soldier
0.8841213751	nasdaq
0.8841143987	lambert
0.8841136959	ether
0.8841042393	dilemma
0.8841032758	ll
0.8840979308	kim
0.8840973235	doom
0.8840911788	u.s.a
0.8840911788	jon
0.8840839047	frank
0.8840801545	internets
0.8840766931	autoregression
0.8840729199	channelization
0.8840560364	unbundling
0.8840406900	simpson
0.8840167277	inaddition
0.8840161870	roman
0.8840111445	samba
0.8840062397	tomcat
0.8840031909	kt
0.8840010275	microgrid
0.8839751002	sms4
0.8839663959	shor
0.8839485921	irvine
0.8839485838	ev
0.8839451970	spect
0.8839419725	uml's
0.8839235813	england
0.8839153945	speechdat
0.8839144038	trainer
0.8839086391	power4
0.8839025622	sie
0.8839010836	shake
0.8838994257	mega
0.8838987176	hertz
0.8838959097	elephant
0.8838919725	betriebssystem
0.8838875479	prozess
0.8838831523	camp
0.8838682621	icc
0.8838597656	rams
0.8838504021	cryptology
0.8838408016	prince
0.8838366621	multidomain
0.8838213352	pittsburgh
0.8838065721	geophysics
0.8838054645	wissensrepräsentation
0.8838016949	mantra
0.8837917447	demo
0.8837794736	sor
0.8837753299	junit
0.8837682621	aer
0.8837623019	raid5
0.8837475040	roadmaps
0.8837464465	nj
0.8837447844	curb
0.8837425014	cvs
0.8837344160	programmen
0.8837333914	untagged
0.8837303624	mpsk
0.8837011535	dram
0.8836955792	endoscope
0.8836903538	companion
0.8836786590	skolem
0.8836783026	mosaic
0.8836735518	rover
0.8836689636	racing
0.8836665578	waveguides
0.8836492614	leukocyte
0.8836234670	sdma
0.8836233920	hurwitz
